       x:             u(x):          v(x):          v_special         RelativeError
     0.43456543     0.55249127     0.55248668     0.55248668     -5.0800516
     0.43556444     0.55162117     0.55161658     0.55161658     -5.0800516
     0.43656344     0.55074979     0.55074521     0.55074521     -5.0800516
     0.43756244     0.54987714     0.54987257     0.54987257     -5.0800516
     0.43856144     0.54900324     0.54899867     0.54899867     -5.0800516
     0.43956044     0.54812809     0.54812353     0.54812353     -5.0800516
     0.44055944     0.54725171     0.54724716     0.54724716     -5.0800516
     0.44155844     0.54637412     0.54636957     0.54636957     -5.0800516
     0.44255744     0.54549531     0.54549078     0.54549078     -5.0800516
     0.44355644     0.54461532     0.54461079     0.54461079     -5.0800516
     0.44455544     0.54373414     0.54372962     0.54372962     -5.0800516
     0.44555445     0.54285179     0.54284727     0.54284727     -5.0800516
     0.44655345     0.54196828     0.54196377     0.54196377     -5.0800516
     0.44755245     0.54108362     0.54107912     0.54107912     -5.0800516
     0.44855145     0.54019783     0.54019334     0.54019334     -5.0800516
     0.44955045     0.53931091     0.53930643     0.53930643     -5.0800516
     0.45054945     0.53842288     0.53841840     0.53841840     -5.0800516
     0.45154845     0.53753374     0.53752927     0.53752927     -5.0800516
     0.45254745     0.53664352     0.53663906     0.53663906     -5.0800516
     0.45354645     0.53575221     0.53574776     0.53574776     -5.0800516
     0.45454545     0.53485984     0.53485539     0.53485539     -5.0800516
     0.45554446     0.53396640     0.53396196     0.53396196     -5.0800516
     0.45654346     0.53307191     0.53306748     0.53306748     -5.0800516
     0.45754246     0.53217639     0.53217196     0.53217196     -5.0800516
     0.45854146     0.53127984     0.53127542     0.53127542     -5.0800516
     0.45954046     0.53038227     0.53037786     0.53037786     -5.0800516
     0.46053946     0.52948369     0.52947929     0.52947929     -5.0800516
     0.46153846     0.52858412     0.52857972     0.52857972     -5.0800516
     0.46253746     0.52768355     0.52767917     0.52767917     -5.0800516
     0.46353646     0.52678201     0.52677763     0.52677763     -5.0800516
     0.46453546     0.52587950     0.52587513     0.52587513     -5.0800516
     0.46553447     0.52497603     0.52497167     0.52497167     -5.0800516
     0.46653347     0.52407162     0.52406726     0.52406726     -5.0800516
     0.46753247     0.52316626     0.52316191     0.52316191     -5.0800516
     0.46853147     0.52225997     0.52225563     0.52225563     -5.0800516
     0.46953047     0.52135276     0.52134843     0.52134843     -5.0800516
     0.47052947     0.52044464     0.52044032     0.52044032     -5.0800516
     0.47152847     0.51953562     0.51953130     0.51953130     -5.0800516
     0.47252747     0.51862570     0.51862139     0.51862139     -5.0800516
     0.47352647     0.51771490     0.51771059     0.51771059     -5.0800516
     0.47452547     0.51680322     0.51679892     0.51679892     -5.0800516
     0.47552448     0.51589068     0.51588638     0.51588638     -5.0800516
     0.47652348     0.51497727     0.51497299     0.51497299     -5.0800516
     0.47752248     0.51406301     0.51405874     0.51405874     -5.0800516
     0.47852148     0.51314792     0.51314365     0.51314365     -5.0800516
     0.47952048     0.51223199     0.51222773     0.51222773     -5.0800516
     0.48051948     0.51131523     0.51131098     0.51131098     -5.0800516
     0.48151848     0.51039766     0.51039341     0.51039341     -5.0800516
     0.48251748     0.50947927     0.50947504     0.50947504     -5.0800516
     0.48351648     0.50856009     0.50855586     0.50855586     -5.0800516
     0.48451548     0.50764011     0.50763589     0.50763589     -5.0800516
     0.48551449     0.50671935     0.50671514     0.50671514     -5.0800516
     0.48651349     0.50579781     0.50579361     0.50579361     -5.0800516
     0.48751249     0.50487550     0.50487131     0.50487131     -5.0800516
     0.48851149     0.50395243     0.50394824     0.50394824     -5.0800516
     0.48951049     0.50302861     0.50302443     0.50302443     -5.0800516
     0.49050949     0.50210404     0.50209986     0.50209986     -5.0800516
     0.49150849     0.50117873     0.50117456     0.50117456     -5.0800516
     0.49250749     0.50025269     0.50024852     0.50024852     -5.0800516
     0.49350649     0.49932592     0.49932176     0.49932176     -5.0800516
     0.49450549     0.49839843     0.49839429     0.49839429     -5.0800516
     0.49550450     0.49747024     0.49746610     0.49746610     -5.0800516
     0.49650350     0.49654134     0.49653721     0.49653721     -5.0800516
     0.49750250     0.49561174     0.49560762     0.49560762     -5.0800516
     0.49850150     0.49468146     0.49467734     0.49467734     -5.0800516
     0.49950050     0.49375049     0.49374638     0.49374638     -5.0800516
     0.50049950     0.49281885     0.49281475     0.49281475     -5.0800516
     0.50149850     0.49188653     0.49188244     0.49188244     -5.0800516
     0.50249750     0.49095356     0.49094948     0.49094948     -5.0800516
     0.50349650     0.49001993     0.49001585     0.49001585     -5.0800516
     0.50449550     0.48908565     0.48908158     0.48908158     -5.0800516
     0.50549451     0.48815073     0.48814667     0.48814667     -5.0800516
     0.50649351     0.48721517     0.48721112     0.48721112     -5.0800516
     0.50749251     0.48627898     0.48627493     0.48627493     -5.0800516
     0.50849151     0.48534216     0.48533813     0.48533813     -5.0800516
     0.50949051     0.48440473     0.48440070     0.48440070     -5.0800516
     0.51048951     0.48346669     0.48346267     0.48346267     -5.0800516
     0.51148851     0.48252804     0.48252403     0.48252403     -5.0800516
     0.51248751     0.48158879     0.48158479     0.48158479     -5.0800516
     0.51348651     0.48064895     0.48064496     0.48064496     -5.0800516
     0.51448551     0.47970852     0.47970453     0.47970453     -5.0800516
     0.51548452     0.47876751     0.47876353     0.47876353     -5.0800516
     0.51648352     0.47782593     0.47782195     0.47782195     -5.0800516
     0.51748252     0.47688377     0.47687980     0.47687980     -5.0800516
     0.51848152     0.47594105     0.47593709     0.47593709     -5.0800516
     0.51948052     0.47499777     0.47499382     0.47499382     -5.0800516
     0.52047952     0.47405393     0.47404999     0.47404999     -5.0800516
     0.52147852     0.47310955     0.47310562     0.47310562     -5.0800516
     0.52247752     0.47216463     0.47216070     0.47216070     -5.0800516
     0.52347652     0.47121917     0.47121525     0.47121525     -5.0800516
     0.52447552     0.47027317     0.47026926     0.47026926     -5.0800516
     0.52547453     0.46932665     0.46932275     0.46932275     -5.0800516
     0.52647353     0.46837961     0.46837572     0.46837572     -5.0800516
     0.52747253     0.46743206     0.46742817     0.46742817     -5.0800516
     0.52847153     0.46648399     0.46648011     0.46648011     -5.0800516
     0.52947053     0.46553542     0.46553154     0.46553154     -5.0800516
     0.53046953     0.46458634     0.46458248     0.46458248     -5.0800516
     0.53146853     0.46363677     0.46363291     0.46363291     -5.0800516
     0.53246753     0.46268671     0.46268286     0.46268286     -5.0800516
     0.53346653     0.46173616     0.46173232     0.46173232     -5.0800516
     0.53446553     0.46078513     0.46078130     0.46078130     -5.0800516
     0.53546454     0.45983363     0.45982981     0.45982981     -5.0800516
     0.53646354     0.45888165     0.45887784     0.45887784     -5.0800516
     0.53746254     0.45792921     0.45792540     0.45792540     -5.0800516
     0.53846154     0.45697630     0.45697250     0.45697250     -5.0800516
     0.53946054     0.45602294     0.45601915     0.45601915     -5.0800516
     0.54045954     0.45506912     0.45506534     0.45506534     -5.0800516
     0.54145854     0.45411486     0.45411108     0.45411108     -5.0800516
     0.54245754     0.45316015     0.45315638     0.45315638     -5.0800516
     0.54345654     0.45220500     0.45220124     0.45220124     -5.0800516
     0.54445554     0.45124941     0.45124566     0.45124566     -5.0800516
     0.54545455     0.45029340     0.45028965     0.45028965     -5.0800516
     0.54645355     0.44933695     0.44933322     0.44933322     -5.0800516
     0.54745255     0.44838009     0.44837636     0.44837636     -5.0800516
     0.54845155     0.44742281     0.44741908     0.44741908     -5.0800516
     0.54945055     0.44646511     0.44646139     0.44646139     -5.0800516
     0.55044955     0.44550700     0.44550329     0.44550329     -5.0800516
     0.55144855     0.44454849     0.44454479     0.44454479     -5.0800516
     0.55244755     0.44358957     0.44358588     0.44358588     -5.0800516
     0.55344655     0.44263025     0.44262657     0.44262657     -5.0800516
     0.55444555     0.44167055     0.44166687     0.44166687     -5.0800516
     0.55544456     0.44071045     0.44070678     0.44070678     -5.0800516
     0.55644356     0.43974996     0.43974631     0.43974631     -5.0800516
     0.55744256     0.43878910     0.43878545     0.43878545     -5.0800516
     0.55844156     0.43782785     0.43782421     0.43782421     -5.0800516
     0.55944056     0.43686623     0.43686260     0.43686260     -5.0800516
     0.56043956     0.43590424     0.43590061     0.43590061     -5.0800516
     0.56143856     0.43494188     0.43493826     0.43493826     -5.0800516
     0.56243756     0.43397916     0.43397555     0.43397555     -5.0800516
     0.56343656     0.43301607     0.43301247     0.43301247     -5.0800516
     0.56443556     0.43205263     0.43204904     0.43204904     -5.0800516
     0.56543457     0.43108884     0.43108526     0.43108526     -5.0800516
     0.56643357     0.43012470     0.43012112     0.43012112     -5.0800516
     0.56743257     0.42916021     0.42915664     0.42915664     -5.0800516
     0.56843157     0.42819538     0.42819182     0.42819182     -5.0800516
     0.56943057     0.42723021     0.42722666     0.42722666     -5.0800516
     0.57042957     0.42626470     0.42626116     0.42626116     -5.0800516
     0.57142857     0.42529887     0.42529533     0.42529533     -5.0800516
     0.57242757     0.42433270     0.42432917     0.42432917     -5.0800516
     0.57342657     0.42336620     0.42336268     0.42336268     -5.0800516
     0.57442557     0.42239939     0.42239588     0.42239588     -5.0800516
     0.57542458     0.42143225     0.42142875     0.42142875     -5.0800516
     0.57642358     0.42046480     0.42046130     0.42046130     -5.0800516
     0.57742258     0.41949704     0.41949355     0.41949355     -5.0800516
     0.57842158     0.41852896     0.41852548     0.41852548     -5.0800516
     0.57942058     0.41756058     0.41755711     0.41755711     -5.0800516
     0.58041958     0.41659189     0.41658843     0.41658843     -5.0800516
     0.58141858     0.41562291     0.41561945     0.41561945     -5.0800516
     0.58241758     0.41465362     0.41465017     0.41465017     -5.0800516
     0.58341658     0.41368404     0.41368060     0.41368060     -5.0800516
     0.58441558     0.41271417     0.41271074     0.41271074     -5.0800516
     0.58541459     0.41174401     0.41174058     0.41174058     -5.0800516
     0.58641359     0.41077356     0.41077014     0.41077014     -5.0800516
     0.58741259     0.40980283     0.40979942     0.40979942     -5.0800516
     0.58841159     0.40883182     0.40882842     0.40882842     -5.0800516
     0.58941059     0.40786053     0.40785714     0.40785714     -5.0800516
     0.59040959     0.40688897     0.40688558     0.40688558     -5.0800516
     0.59140859     0.40591713     0.40591375     0.40591375     -5.0800516
     0.59240759     0.40494503     0.40494166     0.40494166     -5.0800516
     0.59340659     0.40397265     0.40396929     0.40396929     -5.0800516
     0.59440559     0.40300002     0.40299666     0.40299666     -5.0800516
     0.59540460     0.40202712     0.40202377     0.40202377     -5.0800516
     0.59640360     0.40105396     0.40105062     0.40105062     -5.0800516
     0.59740260     0.40008055     0.40007722     0.40007722     -5.0800516
     0.59840160     0.39910688     0.39910356     0.39910356     -5.0800516
     0.59940060     0.39813296     0.39812965     0.39812965     -5.0800516
     0.60039960     0.39715879     0.39715549     0.39715549     -5.0800516
     0.60139860     0.39618438     0.39618108     0.39618108     -5.0800516
     0.60239760     0.39520972     0.39520643     0.39520643     -5.0800516
     0.60339660     0.39423482     0.39423154     0.39423154     -5.0800516
     0.60439560     0.39325968     0.39325641     0.39325641     -5.0800516
     0.60539461     0.39228430     0.39228104     0.39228104     -5.0800516
     0.60639361     0.39130869     0.39130544     0.39130544     -5.0800516
     0.60739261     0.39033285     0.39032960     0.39032960     -5.0800516
     0.60839161     0.38935678     0.38935354     0.38935354     -5.0800516
     0.60939061     0.38838048     0.38837725     0.38837725     -5.0800516
     0.61038961     0.38740395     0.38740073     0.38740073     -5.0800516
     0.61138861     0.38642721     0.38642399     0.38642399     -5.0800516
     0.61238761     0.38545024     0.38544703     0.38544703     -5.0800516
     0.61338661     0.38447305     0.38446985     0.38446985     -5.0800516
     0.61438561     0.38349565     0.38349246     0.38349246     -5.0800516
     0.61538462     0.38251803     0.38251485     0.38251485     -5.0800516
     0.61638362     0.38154020     0.38153703     0.38153703     -5.0800516
     0.61738262     0.38056216     0.38055900     0.38055900     -5.0800516
     0.61838162     0.37958391     0.37958076     0.37958076     -5.0800516
     0.61938062     0.37860546     0.37860231     0.37860231     -5.0800516
     0.62037962     0.37762680     0.37762366     0.37762366     -5.0800516
     0.62137862     0.37664794     0.37664481     0.37664481     -5.0800516
     0.62237762     0.37566889     0.37566576     0.37566576     -5.0800516
     0.62337662     0.37468963     0.37468651     0.37468651     -5.0800516
     0.62437562     0.37371018     0.37370707     0.37370707     -5.0800516
     0.62537463     0.37273053     0.37272743     0.37272743     -5.0800516
     0.62637363     0.37175069     0.37174760     0.37174760     -5.0800516
     0.62737263     0.37077066     0.37076758     0.37076758     -5.0800516
     0.62837163     0.36979045     0.36978737     0.36978737     -5.0800516
     0.62937063     0.36881005     0.36880698     0.36880698     -5.0800516
     0.63036963     0.36782946     0.36782640     0.36782640     -5.0800516
     0.63136863     0.36684869     0.36684564     0.36684564     -5.0800516
     0.63236763     0.36586774     0.36586470     0.36586470     -5.0800516
     0.63336663     0.36488661     0.36488357     0.36488357     -5.0800516
     0.63436563     0.36390530     0.36390228     0.36390228     -5.0800516
     0.63536464     0.36292382     0.36292080     0.36292080     -5.0800516
     0.63636364     0.36194216     0.36193915     0.36193915     -5.0800516
     0.63736264     0.36096034     0.36095734     0.36095734     -5.0800516
     0.63836164     0.35997834     0.35997535     0.35997535     -5.0800516
     0.63936064     0.35899617     0.35899319     0.35899319     -5.0800516
     0.64035964     0.35801384     0.35801086     0.35801086     -5.0800516
     0.64135864     0.35703134     0.35702837     0.35702837     -5.0800516
     0.64235764     0.35604868     0.35604572     0.35604572     -5.0800516
     0.64335664     0.35506585     0.35506290     0.35506290     -5.0800516
     0.64435564     0.35408287     0.35407993     0.35407993     -5.0800516
     0.64535465     0.35309973     0.35309679     0.35309679     -5.0800516
     0.64635365     0.35211643     0.35211350     0.35211350     -5.0800516
     0.64735265     0.35113297     0.35113005     0.35113005     -5.0800516
     0.64835165     0.35014936     0.35014645     0.35014645     -5.0800516
     0.64935065     0.34916560     0.34916269     0.34916269     -5.0800516
     0.65034965     0.34818168     0.34817879     0.34817879     -5.0800516
     0.65134865     0.34719762     0.34719473     0.34719473     -5.0800516
     0.65234765     0.34621341     0.34621053     0.34621053     -5.0800516
     0.65334665     0.34522905     0.34522618     0.34522618     -5.0800516
     0.65434565     0.34424455     0.34424169     0.34424169     -5.0800516
     0.65534466     0.34325990     0.34325705     0.34325705     -5.0800516
     0.65634366     0.34227511     0.34227227     0.34227227     -5.0800516
     0.65734266     0.34129018     0.34128735     0.34128735     -5.0800516
     0.65834166     0.34030511     0.34030228     0.34030228     -5.0800516
     0.65934066     0.33931991     0.33931709     0.33931709     -5.0800516
     0.66033966     0.33833456     0.33833175     0.33833175     -5.0800516
     0.66133866     0.33734908     0.33734628     0.33734628     -5.0800516
     0.66233766     0.33636347     0.33636067     0.33636067     -5.0800516
     0.66333666     0.33537773     0.33537494     0.33537494     -5.0800516
     0.66433566     0.33439185     0.33438907     0.33438907     -5.0800516
     0.66533467     0.33340584     0.33340307     0.33340307     -5.0800516
     0.66633367     0.33241971     0.33241694     0.33241694     -5.0800516
     0.66733267     0.33143344     0.33143069     0.33143069     -5.0800516
     0.66833167     0.33044705     0.33044431     0.33044431     -5.0800516
     0.66933067     0.32946054     0.32945780     0.32945780     -5.0800516
     0.67032967     0.32847390     0.32847117     0.32847117     -5.0800516
     0.67132867     0.32748714     0.32748442     0.32748442     -5.0800516
     0.67232767     0.32650026     0.32649754     0.32649754     -5.0800516
     0.67332667     0.32551326     0.32551055     0.32551055     -5.0800516
     0.67432567     0.32452614     0.32452344     0.32452344     -5.0800516
     0.67532468     0.32353890     0.32353621     0.32353621     -5.0800516
     0.67632368     0.32255155     0.32254886     0.32254886     -5.0800516
     0.67732268     0.32156408     0.32156140     0.32156140     -5.0800516
     0.67832168     0.32057649     0.32057383     0.32057383     -5.0800516
     0.67932068     0.31958879     0.31958614     0.31958614     -5.0800516
     0.68031968     0.31860099     0.31859834     0.31859834     -5.0800516
     0.68131868     0.31761307     0.31761042     0.31761042     -5.0800516
     0.68231768     0.31662504     0.31662240     0.31662240     -5.0800516
     0.68331668     0.31563690     0.31563427     0.31563427     -5.0800516
     0.68431568     0.31464865     0.31464604     0.31464604     -5.0800516
     0.68531469     0.31366030     0.31365769     0.31365769     -5.0800516
     0.68631369     0.31267184     0.31266924     0.31266924     -5.0800516
     0.68731269     0.31168328     0.31168069     0.31168069     -5.0800516
     0.68831169     0.31069462     0.31069203     0.31069203     -5.0800516
     0.68931069     0.30970585     0.30970327     0.30970327     -5.0800516
     0.69030969     0.30871698     0.30871441     0.30871441     -5.0800516
     0.69130869     0.30772801     0.30772545     0.30772545     -5.0800516
     0.69230769     0.30673894     0.30673639     0.30673639     -5.0800516
     0.69330669     0.30574978     0.30574723     0.30574723     -5.0800516
     0.69430569     0.30476051     0.30475798     0.30475798     -5.0800516
     0.69530470     0.30377115     0.30376863     0.30376863     -5.0800516
     0.69630370     0.30278170     0.30277918     0.30277918     -5.0800516
     0.69730270     0.30179215     0.30178964     0.30178964     -5.0800516
     0.69830170     0.30080250     0.30080000     0.30080000     -5.0800516
     0.69930070     0.29981277     0.29981027     0.29981027     -5.0800516
     0.70029970     0.29882294     0.29882045     0.29882045     -5.0800516
     0.70129870     0.29783302     0.29783054     0.29783054     -5.0800516
     0.70229770     0.29684301     0.29684054     0.29684054     -5.0800516
     0.70329670     0.29585292     0.29585046     0.29585046     -5.0800516
     0.70429570     0.29486273     0.29486028     0.29486028     -5.0800516
     0.70529471     0.29387246     0.29387001     0.29387001     -5.0800516
     0.70629371     0.29288210     0.29287966     0.29287966     -5.0800516
     0.70729271     0.29189166     0.29188923     0.29188923     -5.0800516
     0.70829171     0.29090113     0.29089871     0.29089871     -5.0800516
     0.70929071     0.28991051     0.28990810     0.28990810     -5.0800516
     0.71028971     0.28891982     0.28891742     0.28891742     -5.0800516
     0.71128871     0.28792904     0.28792665     0.28792665     -5.0800516
     0.71228771     0.28693818     0.28693580     0.28693580     -5.0800516
     0.71328671     0.28594724     0.28594486     0.28594486     -5.0800516
     0.71428571     0.28495622     0.28495385     0.28495385     -5.0800516
     0.71528472     0.28396513     0.28396276     0.28396276     -5.0800516
     0.71628372     0.28297395     0.28297160     0.28297160     -5.0800516
     0.71728272     0.28198270     0.28198035     0.28198035     -5.0800516
     0.71828172     0.28099137     0.28098903     0.28098903     -5.0800516
     0.71928072     0.27999996     0.27999763     0.27999763     -5.0800516
     0.72027972     0.27900848     0.27900616     0.27900616     -5.0800516
     0.72127872     0.27801692     0.27801461     0.27801461     -5.0800516
     0.72227772     0.27702530     0.27702299     0.27702299     -5.0800516
     0.72327672     0.27603359     0.27603130     0.27603130     -5.0800516
     0.72427572     0.27504182     0.27503953     0.27503953     -5.0800516
     0.72527473     0.27404998     0.27404770     0.27404770     -5.0800516
     0.72627373     0.27305806     0.27305579     0.27305579     -5.0800516
     0.72727273     0.27206607     0.27206381     0.27206381     -5.0800516
     0.72827173     0.27107402     0.27107177     0.27107177     -5.0800516
     0.72927073     0.27008190     0.27007965     0.27007965     -5.0800516
     0.73026973     0.26908970     0.26908747     0.26908747     -5.0800516
     0.73126873     0.26809745     0.26809522     0.26809522     -5.0800516
     0.73226773     0.26710512     0.26710290     0.26710290     -5.0800516
     0.73326673     0.26611273     0.26611052     0.26611052     -5.0800516
     0.73426573     0.26512027     0.26511807     0.26511807     -5.0800516
     0.73526474     0.26412775     0.26412556     0.26412556     -5.0800516
     0.73626374     0.26313517     0.26313298     0.26313298     -5.0800516
     0.73726274     0.26214252     0.26214034     0.26214034     -5.0800516
     0.73826174     0.26114981     0.26114764     0.26114764     -5.0800516
     0.73926074     0.26015703     0.26015487     0.26015487     -5.0800516
     0.74025974     0.25916420     0.25916204     0.25916204     -5.0800516
     0.74125874     0.25817130     0.25816916     0.25816916     -5.0800516
     0.74225774     0.25717835     0.25717621     0.25717621     -5.0800516
     0.74325674     0.25618533     0.25618320     0.25618320     -5.0800516
     0.74425574     0.25519226     0.25519014     0.25519014     -5.0800516
     0.74525475     0.25419913     0.25419701     0.25419701     -5.0800516
     0.74625375     0.25320594     0.25320383     0.25320383     -5.0800516
     0.74725275     0.25221269     0.25221059     0.25221059     -5.0800516
     0.74825175     0.25121938     0.25121729     0.25121729     -5.0800516
     0.74925075     0.25022602     0.25022394     0.25022394     -5.0800516
     0.75024975     0.24923261     0.24923053     0.24923053     -5.0800516
     0.75124875     0.24823913     0.24823707     0.24823707     -5.0800516
     0.75224775     0.24724561     0.24724355     0.24724355     -5.0800516
     0.75324675     0.24625203     0.24624998     0.24624998     -5.0800516
     0.75424575     0.24525840     0.24525636     0.24525636     -5.0800516
     0.75524476     0.24426471     0.24426268     0.24426268     -5.0800516
     0.75624376     0.24327097     0.24326895     0.24326895     -5.0800516
     0.75724276     0.24227718     0.24227516     0.24227516     -5.0800516
     0.75824176     0.24128334     0.24128133     0.24128133     -5.0800516
     0.75924076     0.24028944     0.24028745     0.24028745     -5.0800516
     0.76023976     0.23929550     0.23929351     0.23929351     -5.0800516
     0.76123876     0.23830151     0.23829953     0.23829953     -5.0800516
     0.76223776     0.23730747     0.23730549     0.23730549     -5.0800516
     0.76323676     0.23631338     0.23631141     0.23631141     -5.0800516
     0.76423576     0.23531924     0.23531728     0.23531728     -5.0800516
     0.76523477     0.23432505     0.23432310     0.23432310     -5.0800516
     0.76623377     0.23333081     0.23332887     0.23332887     -5.0800516
     0.76723277     0.23233653     0.23233460     0.23233460     -5.0800516
     0.76823177     0.23134220     0.23134028     0.23134028     -5.0800516
     0.76923077     0.23034783     0.23034591     0.23034591     -5.0800516
     0.77022977     0.22935341     0.22935150     0.22935150     -5.0800516
     0.77122877     0.22835895     0.22835705     0.22835705     -5.0800516
     0.77222777     0.22736444     0.22736255     0.22736255     -5.0800516
     0.77322677     0.22636988     0.22636800     0.22636800     -5.0800516
     0.77422577     0.22537529     0.22537341     0.22537341     -5.0800516
     0.77522478     0.22438064     0.22437878     0.22437878     -5.0800516
     0.77622378     0.22338596     0.22338410     0.22338410     -5.0800516
     0.77722278     0.22239123     0.22238939     0.22238939     -5.0800516
     0.77822178     0.22139647     0.22139463     0.22139463     -5.0800516
     0.77922078     0.22040166     0.22039982     0.22039982     -5.0800516
     0.78021978     0.21940681     0.21940498     0.21940498     -5.0800516
     0.78121878     0.21841191     0.21841010     0.21841010     -5.0800516
     0.78221778     0.21741698     0.21741517     0.21741517     -5.0800516
     0.78321678     0.21642201     0.21642021     0.21642021     -5.0800516
     0.78421578     0.21542700     0.21542521     0.21542521     -5.0800516
     0.78521479     0.21443195     0.21443016     0.21443016     -5.0800516
     0.78621379     0.21343686     0.21343508     0.21343508     -5.0800516
     0.78721279     0.21244173     0.21243996     0.21243996     -5.0800516
     0.78821179     0.21144656     0.21144481     0.21144481     -5.0800516
     0.78921079     0.21045136     0.21044961     0.21044961     -5.0800516
     0.79020979     0.20945612     0.20945438     0.20945438     -5.0800516
     0.79120879     0.20846084     0.20845911     0.20845911     -5.0800516
     0.79220779     0.20746553     0.20746380     0.20746380     -5.0800516
     0.79320679     0.20647018     0.20646846     0.20646846     -5.0800516
     0.79420579     0.20547479     0.20547308     0.20547308     -5.0800516
     0.79520480     0.20447937     0.20447767     0.20447767     -5.0800516
     0.79620380     0.20348391     0.20348222     0.20348222     -5.0800516
     0.79720280     0.20248842     0.20248673     0.20248673     -5.0800516
     0.79820180     0.20149289     0.20149121     0.20149121     -5.0800516
     0.79920080     0.20049733     0.20049566     0.20049566     -5.0800516
     0.80019980     0.19950174     0.19950008     0.19950008     -5.0800516
     0.80119880     0.19850611     0.19850446     0.19850446     -5.0800516
     0.80219780     0.19751045     0.19750880     0.19750880     -5.0800516
     0.80319680     0.19651475     0.19651312     0.19651312     -5.0800516
     0.80419580     0.19551903     0.19551740     0.19551740     -5.0800516
     0.80519481     0.19452327     0.19452165     0.19452165     -5.0800516
     0.80619381     0.19352748     0.19352587     0.19352587     -5.0800516
     0.80719281     0.19253166     0.19253006     0.19253006     -5.0800516
     0.80819181     0.19153581     0.19153421     0.19153421     -5.0800516
     0.80919081     0.19053992     0.19053834     0.19053834     -5.0800516
     0.81018981     0.18954401     0.18954243     0.18954243     -5.0800516
     0.81118881     0.18854806     0.18854650     0.18854650     -5.0800516
     0.81218781     0.18755209     0.18755053     0.18755053     -5.0800516
     0.81318681     0.18655609     0.18655454     0.18655454     -5.0800516
     0.81418581     0.18556005     0.18555851     0.18555851     -5.0800516
     0.81518482     0.18456399     0.18456246     0.18456246     -5.0800516
     0.81618382     0.18356790     0.18356637     0.18356637     -5.0800516
     0.81718282     0.18257178     0.18257026     0.18257026     -5.0800516
     0.81818182     0.18157563     0.18157412     0.18157412     -5.0800516
     0.81918082     0.18057946     0.18057796     0.18057796     -5.0800516
     0.82017982     0.17958326     0.17958176     0.17958176     -5.0800516
     0.82117882     0.17858703     0.17858554     0.17858554     -5.0800516
     0.82217782     0.17759077     0.17758929     0.17758929     -5.0800516
     0.82317682     0.17659448     0.17659301     0.17659301     -5.0800516
     0.82417582     0.17559817     0.17559671     0.17559671     -5.0800516
     0.82517483     0.17460184     0.17460038     0.17460038     -5.0800516
     0.82617383     0.17360547     0.17360403     0.17360403     -5.0800516
     0.82717283     0.17260908     0.17260765     0.17260765     -5.0800516
     0.82817183     0.17161267     0.17161124     0.17161124     -5.0800516
     0.82917083     0.17061623     0.17061481     0.17061481     -5.0800516
     0.83016983     0.16961976     0.16961835     0.16961835     -5.0800516
     0.83116883     0.16862327     0.16862187     0.16862187     -5.0800516
     0.83216783     0.16762676     0.16762537     0.16762537     -5.0800516
     0.83316683     0.16663022     0.16662884     0.16662884     -5.0800516
     0.83416583     0.16563366     0.16563228     0.16563228     -5.0800516
     0.83516484     0.16463707     0.16463570     0.16463570     -5.0800516
     0.83616384     0.16364046     0.16363910     0.16363910     -5.0800516
     0.83716284     0.16264383     0.16264248     0.16264248     -5.0800516
     0.83816184     0.16164718     0.16164583     0.16164583     -5.0800516
     0.83916084     0.16065050     0.16064916     0.16064916     -5.0800516
     0.84015984     0.15965379     0.15965247     0.15965247     -5.0800516
     0.84115884     0.15865707     0.15865575     0.15865575     -5.0800516
     0.84215784     0.15766032     0.15765901     0.15765901     -5.0800516
     0.84315684     0.15666356     0.15666225     0.15666225     -5.0800516
     0.84415584     0.15566677     0.15566547     0.15566547     -5.0800516
     0.84515485     0.15466996     0.15466867     0.15466867     -5.0800516
     0.84615385     0.15367312     0.15367184     0.15367184     -5.0800516
     0.84715285     0.15267627     0.15267500     0.15267500     -5.0800516
     0.84815185     0.15167939     0.15167813     0.15167813     -5.0800516
     0.84915085     0.15068250     0.15068125     0.15068125     -5.0800516
     0.85014985     0.14968558     0.14968434     0.14968434     -5.0800516
     0.85114885     0.14868865     0.14868741     0.14868741     -5.0800516
     0.85214785     0.14769169     0.14769046     0.14769046     -5.0800516
     0.85314685     0.14669471     0.14669349     0.14669349     -5.0800516
     0.85414585     0.14569772     0.14569651     0.14569651     -5.0800516
     0.85514486     0.14470070     0.14469950     0.14469950     -5.0800516
     0.85614386     0.14370367     0.14370247     0.14370247     -5.0800516
     0.85714286     0.14270662     0.14270543     0.14270543     -5.0800516
     0.85814186     0.14170954     0.14170836     0.14170836     -5.0800516
     0.85914086     0.14071245     0.14071128     0.14071128     -5.0800516
     0.86013986     0.13971534     0.13971418     0.13971418     -5.0800516
     0.86113886     0.13871821     0.13871706     0.13871706     -5.0800516
     0.86213786     0.13772107     0.13771992     0.13771992     -5.0800516
     0.86313686     0.13672390     0.13672277     0.13672277     -5.0800516
     0.86413586     0.13572672     0.13572559     0.13572559     -5.0800516
     0.86513487     0.13472952     0.13472840     0.13472840     -5.0800516
     0.86613387     0.13373230     0.13373119     0.13373119     -5.0800516
     0.86713287     0.13273507     0.13273397     0.13273397     -5.0800516
     0.86813187     0.13173782     0.13173672     0.13173672     -5.0800516
     0.86913087     0.13074055     0.13073946     0.13073946     -5.0800516
